document_id,offsets,text,type,db_ids,split,deabbreviated_text,mention_id,limited_contextualized_mention
10891444,"[[143, 172]]","autosomal, recessive disorder",['DiseaseClass'],['MESH:D030342'],train,"autosomal, recessive disorder",10891444.3,"Mutations in the fibrinogen aalpha gene account for the majority of cases of congenital afibrinogenemia. Congenital afibrinogenemia is a rare, [ENTITY_START] autosomal, recessive disorder [ENTITY_END] characterized by the complete absence of detectable fibrinogen. We previously identified the first causative mutations in a nonconsanguineous Swiss family; the 4 affected persons have homozygous deletions of approximately 11"
10891444,"[[1271, 1286]]",afibrinogenemia,['Modifier'],['MESH:D000347'],train,afibrinogenemia,10891444.4,"26 (54%) alleles. One patient was heterozygous for the previously identified deletion. Three more frameshift mutations, 2 nonsense mutations, and a second splice site mutation were also identified. Consequently, 86% of [ENTITY_START] afibrinogenemia [ENTITY_END] alleles analyzed to date have truncating mutations of FGA, though mutations in all 3 fibrinogen genes, FGG, FGA, and FGB, might be predicted to cause congenital afibrinogenemia.."
10891444,"[[1437, 1463]]",congenital afibrinogenemia,['SpecificDisease'],['MESH:C531603'],train,congenital afibrinogenemia,10891444.5,"also identified. Consequently, 86% of afibrinogenemia alleles analyzed to date have truncating mutations of FGA, though mutations in all 3 fibrinogen genes, FGG, FGA, and FGB, might be predicted to cause [ENTITY_START] congenital afibrinogenemia.. [ENTITY_END]"
10911990,"[[0, 18]]",Myotonic dystrophy,['SpecificDisease'],['MESH:D009223'],train,Myotonic dystrophy,10911990.1,[ENTITY_START] Myotonic dystrophy: [ENTITY_END] the role of the CUG triplet repeats in splicing of a novel DMPK exon and altered cytoplasmic DMPK mRNA isoform ratios. The mechanism by which (CTG) n expansion in the 3
10911990,"[[217, 235]]",myotonic dystrophy,['SpecificDisease'],['MESH:D009223'],train,myotonic dystrophy,10911990.2,"repeats in splicing of a novel DMPK exon and altered cytoplasmic DMPK mRNA isoform ratios. The mechanism by which (CTG) n expansion in the 3 UTR of the DMPK gene causes [ENTITY_START] myotonic dystrophy [ENTITY_END] (DM) is unknown. We identified four RNA splicing factors--hnRNP C, U2AF (U2 auxiliary factor), PTB (polypyrimidine tract binding protein), and PSF (PTB associated splicing factor) --that bind to two short regions"
10911990,"[[237, 239]]",DM,['SpecificDisease'],['MESH:D009223'],train,DM,10911990.3,"splicing of a novel DMPK exon and altered cytoplasmic DMPK mRNA isoform ratios. The mechanism by which (CTG) n expansion in the 3 UTR of the DMPK gene causes myotonic dystrophy [ENTITY_START] (DM) [ENTITY_END] is unknown. We identified four RNA splicing factors--hnRNP C, U2AF (U2 auxiliary factor), PTB (polypyrimidine tract binding protein), and PSF (PTB associated splicing factor) --that bind to two short regions 3"
10911990,"[[720, 722]]",DM,['Modifier'],['MESH:D009223'],train,DM,10911990.4,"that the (CUG) n is an essential cis acting element for this splicing event. In contrast to (CUG) n containing mRNAs, the novel isoform is not retained in the nucleus in [ENTITY_START] DM [ENTITY_END] cells, resulting in imbalances in relative levels of cytoplasmic DMPK mRNA isoforms and a new dominant effect of the mutation on DMPK.."
10915770,"[[54, 75]]",Prader-willi syndrome,['SpecificDisease'],['MESH:D011218'],train,Prader-willi syndrome,10915770.1,"Expression and imprinting of MAGEL2 suggest a role in [ENTITY_START] Prader-willi syndrome [ENTITY_END] and the homologous murine imprinting phenotype. Prader-Willi syndrome (PWS) is caused by the loss of expression of imprinted genes in chromosome 15q11-q13. Affected individuals exhibit neonatal hypotonia, developmental delay and childhood-onset"
10915770,"[[124, 145]]",Prader-Willi syndrome,['SpecificDisease'],['MESH:D011218'],train,Prader-Willi syndrome,10915770.2,"Expression and imprinting of MAGEL2 suggest a role in Prader-willi syndrome and the homologous murine imprinting phenotype. [ENTITY_START] Prader-Willi syndrome [ENTITY_END] (PWS) is caused by the loss of expression of imprinted genes in chromosome 15q11-q13. Affected individuals exhibit neonatal hypotonia, developmental delay and childhood-onset obesity. Necdin, a protein implicated in the terminal"
10915770,"[[147, 150]]",PWS,['SpecificDisease'],['MESH:D011218'],train,Prader-Willi syndrome,10915770.3,"Expression and imprinting of MAGEL2 suggest a role in Prader-willi syndrome and the homologous murine imprinting phenotype. Prader-Willi syndrome [ENTITY_START] (PWS) [ENTITY_END] is caused by the loss of expression of imprinted genes in chromosome 15q11-q13. Affected individuals exhibit neonatal hypotonia, developmental delay and childhood-onset obesity. Necdin, a protein implicated in the terminal differentiation"
10915770,"[[261, 279]]",neonatal hypotonia,['SpecificDisease'],['MESH:D009123'],train,neonatal hypotonia,10915770.4,"suggest a role in Prader-willi syndrome and the homologous murine imprinting phenotype. Prader-Willi syndrome (PWS) is caused by the loss of expression of imprinted genes in chromosome 15q11-q13. Affected individuals exhibit [ENTITY_START] neonatal hypotonia, [ENTITY_END] developmental delay and childhood-onset obesity. Necdin, a protein implicated in the terminal differentiation of neurons, is the only PWS candidate gene to reduce viability when disrupted in a mouse model. In"
10915770,"[[281, 300]]",developmental delay,['DiseaseClass'],['MESH:D002658'],train,developmental delay,10915770.5,"role in Prader-willi syndrome and the homologous murine imprinting phenotype. Prader-Willi syndrome (PWS) is caused by the loss of expression of imprinted genes in chromosome 15q11-q13. Affected individuals exhibit neonatal hypotonia, [ENTITY_START] developmental delay [ENTITY_END] and childhood-onset obesity. Necdin, a protein implicated in the terminal differentiation of neurons, is the only PWS candidate gene to reduce viability when disrupted in a mouse model. In this study,"
10915770,"[[305, 328]]",childhood-onset obesity,['DiseaseClass'],['MESH:D009765'],train,childhood-onset obesity,10915770.6,"syndrome and the homologous murine imprinting phenotype. Prader-Willi syndrome (PWS) is caused by the loss of expression of imprinted genes in chromosome 15q11-q13. Affected individuals exhibit neonatal hypotonia, developmental delay and [ENTITY_START] childhood-onset obesity. [ENTITY_END] Necdin, a protein implicated in the terminal differentiation of neurons, is the only PWS candidate gene to reduce viability when disrupted in a mouse model. In this study, we have characterized"
10915770,"[[415, 418]]",PWS,['Modifier'],['MESH:D011218'],train,Prader-Willi syndrome,10915770.7,"of expression of imprinted genes in chromosome 15q11-q13. Affected individuals exhibit neonatal hypotonia, developmental delay and childhood-onset obesity. Necdin, a protein implicated in the terminal differentiation of neurons, is the only [ENTITY_START] PWS [ENTITY_END] candidate gene to reduce viability when disrupted in a mouse model. In this study, we have characterized MAGEL2 (also known as NDNL1), a gene with 51% amino acid sequence similarity to"
10915770,"[[650, 653]]",PWS,['Modifier'],['MESH:D011218'],train,Prader-Willi syndrome,10915770.8,"model. In this study, we have characterized MAGEL2 (also known as NDNL1), a gene with 51% amino acid sequence similarity to necdin and located 41 kb distal to NDN in the [ENTITY_START] PWS [ENTITY_END] deletion region. MAGEL2 is expressed predominantly in brain, the primary tissue affected in PWS and in several fetal tissues as shown by northern blot analysis. MAGEL2 is imprinted with monoallelic expression"
10915770,"[[746, 749]]",PWS,['SpecificDisease'],['MESH:D011218'],train,Prader-Willi syndrome,10915770.9,"with 51% amino acid sequence similarity to necdin and located 41 kb distal to NDN in the PWS deletion region. MAGEL2 is expressed predominantly in brain, the primary tissue affected in [ENTITY_START] PWS [ENTITY_END] and in several fetal tissues as shown by northern blot analysis. MAGEL2 is imprinted with monoallelic expression in control brain, and paternal-only expression in the central nervous system as demonstrated by"
10915770,"[[998, 1001]]",PWS,['Modifier'],['MESH:D011218'],train,Prader-Willi syndrome,10915770.10,"northern blot analysis. MAGEL2 is imprinted with monoallelic expression in control brain, and paternal-only expression in the central nervous system as demonstrated by its lack of expression in brain from a [ENTITY_START] PWS-affected [ENTITY_END] individual. The orthologous mouse gene (Magel2) is located within 150 kb of NDN , is imprinted with paternal-only expression and is expressed predominantly in late developmental stages and adult brain as"
10915770,"[[1576, 1579]]",PWS,['SpecificDisease'],['MESH:D011218'],train,Prader-Willi syndrome,10915770.11,"being detected in the central nervous system in mid-gestation mouse embryos by in situ hybridization. We hypothesize that, although loss of necdin expression may be important in the neonatal presentation of [ENTITY_START] PWS, [ENTITY_END] loss of MAGEL2 may be critical to abnormalities in brain development and dysmorphic features in individuals with PWS.."
10915770,"[[1615, 1649]]",abnormalities in brain development,['DiseaseClass'],['MESH:D002658'],train,abnormalities in brain development,10915770.12,"mouse embryos by in situ hybridization. We hypothesize that, although loss of necdin expression may be important in the neonatal presentation of PWS, loss of MAGEL2 may be critical to [ENTITY_START] abnormalities in brain development [ENTITY_END] and dysmorphic features in individuals with PWS.."
10915770,"[[1654, 1673]]",dysmorphic features,['DiseaseClass'],['MESH:D057215'],train,dysmorphic features,10915770.13,"situ hybridization. We hypothesize that, although loss of necdin expression may be important in the neonatal presentation of PWS, loss of MAGEL2 may be critical to abnormalities in brain development and [ENTITY_START] dysmorphic features [ENTITY_END] in individuals with PWS.."
10915770,"[[1694, 1697]]",PWS,['SpecificDisease'],['MESH:D011218'],train,Prader-Willi syndrome,10915770.14,"although loss of necdin expression may be important in the neonatal presentation of PWS, loss of MAGEL2 may be critical to abnormalities in brain development and dysmorphic features in individuals with [ENTITY_START] PWS.. [ENTITY_END]"
10915776,"[[19, 41]]",X-linked retinoschisis,['Modifier'],['MESH:D041441'],train,X-linked retinoschisis,10915776.1,"Retinoschisin, the [ENTITY_START] X-linked retinoschisis [ENTITY_END] protein, is a secreted photoreceptor protein, and is expressed and released by Weri-Rb1 cells. X-linked retinoschisis is characterized by microcystic-like changes of the macular region and schisis within the inner retinal"
10915776,"[[137, 159]]",X-linked retinoschisis,['SpecificDisease'],['MESH:D041441'],train,X-linked retinoschisis,10915776.2,"Retinoschisin, the X-linked retinoschisis protein, is a secreted photoreceptor protein, and is expressed and released by Weri-Rb1 cells. [ENTITY_START] X-linked retinoschisis [ENTITY_END] is characterized by microcystic-like changes of the macular region and schisis within the inner retinal layers, leading to visual deterioration in males. Many missense and protein-truncating mutations of the causative gene"
10915776,"[[283, 303]]",visual deterioration,['DiseaseClass'],['MESH:C531604'],train,visual deterioration,10915776.3,"secreted photoreceptor protein, and is expressed and released by Weri-Rb1 cells. X-linked retinoschisis is characterized by microcystic-like changes of the macular region and schisis within the inner retinal layers, leading to [ENTITY_START] visual deterioration [ENTITY_END] in males. Many missense and protein-truncating mutations of the causative gene RS1 have now been identified and are thought to be inactivating. RS1 encodes a 224 amino acid protein, retinoschisin, which"
10915776,"[[1376, 1390]]",retinoblastoma,['Modifier'],['MESH:D012175'],train,retinoblastoma,10915776.4,"detected RS1 mRNA only in the photoreceptor layer but the protein product of the gene was present both in the photoreceptors and within the inner portions of the retina. Furthermore, differentiated [ENTITY_START] retinoblastoma [ENTITY_END] cells (Weri-Rb1 cells) were found to express RS1 mRNA and to release retinoschisin. These results suggest that retinoschisin is released by photo-receptors and has functions within the inner retinal layers. Thus,"
10915776,"[[1604, 1626]]",X-linked retinoschisis,['SpecificDisease'],['MESH:D041441'],train,X-linked retinoschisis,10915776.5,"cells (Weri-Rb1 cells) were found to express RS1 mRNA and to release retinoschisin. These results suggest that retinoschisin is released by photo-receptors and has functions within the inner retinal layers. Thus, [ENTITY_START] X-linked retinoschisis [ENTITY_END] is caused by abnormalities in a putative secreted photoreceptor protein and is the first example of a secreted photo-receptor protein associated with a retinal dystrophy.."
10915776,"[[1779, 1796]]",retinal dystrophy,['DiseaseClass'],['MESH:D058499'],train,retinal dystrophy,10915776.6,"within the inner retinal layers. Thus, X-linked retinoschisis is caused by abnormalities in a putative secreted photoreceptor protein and is the first example of a secreted photo-receptor protein associated with a [ENTITY_START] retinal dystrophy.. [ENTITY_END]"
10923035,"[[77, 123]]",benign familial infantile convulsions syndrome,['SpecificDisease'],['MESH:D020936'],train,benign familial infantile convulsions syndrome,10923035.1,"Study of the voltage-gated sodium channel beta 1 subunit gene (SCN1B) in the [ENTITY_START] benign familial infantile convulsions syndrome [ENTITY_END] (BFIC). Benign familial infantile convulsions (BFIC) is a rare autosomal dominant epilepsy syndrome. This syndrome has been recently described in Italian and French pedigrees. Patients present with partial, then"
10923035,"[[125, 129]]",BFIC,['SpecificDisease'],['MESH:D020936'],train,Benign familial infantile convulsions,10923035.2,"Study of the voltage-gated sodium channel beta 1 subunit gene (SCN1B) in the benign familial infantile convulsions syndrome [ENTITY_START] (BFIC). [ENTITY_END] Benign familial infantile convulsions (BFIC) is a rare autosomal dominant epilepsy syndrome. This syndrome has been recently described in Italian and French pedigrees. Patients present with partial, then generalized seizures, with"
10923035,"[[132, 169]]",Benign familial infantile convulsions,['SpecificDisease'],['MESH:D020936'],train,Benign familial infantile convulsions,10923035.3,"Study of the voltage-gated sodium channel beta 1 subunit gene (SCN1B) in the benign familial infantile convulsions syndrome (BFIC). [ENTITY_START] Benign familial infantile convulsions [ENTITY_END] (BFIC) is a rare autosomal dominant epilepsy syndrome. This syndrome has been recently described in Italian and French pedigrees. Patients present with partial, then generalized seizures, with onset at age"
10923035,"[[171, 175]]",BFIC,['SpecificDisease'],['MESH:D020936'],train,Benign familial infantile convulsions,10923035.4,"Study of the voltage-gated sodium channel beta 1 subunit gene (SCN1B) in the benign familial infantile convulsions syndrome (BFIC). Benign familial infantile convulsions [ENTITY_START] (BFIC) [ENTITY_END] is a rare autosomal dominant epilepsy syndrome. This syndrome has been recently described in Italian and French pedigrees. Patients present with partial, then generalized seizures, with onset at age three months."
10923035,"[[187, 223]]",autosomal dominant epilepsy syndrome,['DiseaseClass'],"['MESH:D004827', 'MESH:D030342']",train,autosomal dominant epilepsy syndrome,10923035.5,"Study of the voltage-gated sodium channel beta 1 subunit gene (SCN1B) in the benign familial infantile convulsions syndrome (BFIC). Benign familial infantile convulsions (BFIC) is a rare [ENTITY_START] autosomal dominant epilepsy syndrome. [ENTITY_END] This syndrome has been recently described in Italian and French pedigrees. Patients present with partial, then generalized seizures, with onset at age three months. The seizures usually spontaneously cease after"
10923035,"[[476, 502]]",neurological abnormalities,['DiseaseClass'],['MESH:D009461'],train,neurological abnormalities,10923035.6,"described in Italian and French pedigrees. Patients present with partial, then generalized seizures, with onset at age three months. The seizures usually spontaneously cease after one year without treatment, leaving no [ENTITY_START] neurological abnormalities. [ENTITY_END] We have mapped BFIC to chromosome 19q in five Italian pedigrees. The sodium channel beta1 subunit gene (SCN1B) maps to this candidate region and has been shown to be involved in"
10923035,"[[519, 523]]",BFIC,['SpecificDisease'],['MESH:D020936'],train,Benign familial infantile convulsions,10923035.7,"pedigrees. Patients present with partial, then generalized seizures, with onset at age three months. The seizures usually spontaneously cease after one year without treatment, leaving no neurological abnormalities. We have mapped [ENTITY_START] BFIC [ENTITY_END] to chromosome 19q in five Italian pedigrees. The sodium channel beta1 subunit gene (SCN1B) maps to this candidate region and has been shown to be involved in one Australian pedigree with"
10923035,"[[711, 761]]",generalized epilepsy and febrile seizures   plus  ,['SpecificDisease'],"['MESH:D004829', 'MESH:D003294']",train,generalized epilepsy and febrile seizures   plus  ,10923035.8,"in five Italian pedigrees. The sodium channel beta1 subunit gene (SCN1B) maps to this candidate region and has been shown to be involved in one Australian pedigree with [ENTITY_START] generalized epilepsy and febrile seizures "" plus "" [ENTITY_END] (GEFS +). In this family, a missense mutation in SCN1B cosegregates with the GEFS + phenotype. BFIC and GEFS + have clinical features in common, therefore SCN1B is"
10923035,"[[857, 861]]",BFIC,['SpecificDisease'],['MESH:D020936'],train,Benign familial infantile convulsions,10923035.9,"be involved in one Australian pedigree with generalized epilepsy and febrile seizures "" plus "" (GEFS +). In this family, a missense mutation in SCN1B cosegregates with the GEFS + phenotype. [ENTITY_START] BFIC [ENTITY_END] and GEFS + have clinical features in common, therefore SCN1B is a candidate gene for BFIC. We studied SCN1B exons 1, 2, 3, 4, and 5, using four SSCP methods in"
10923035,"[[947, 951]]",BFIC,['SpecificDisease'],['MESH:D020936'],train,Benign familial infantile convulsions,10923035.10,"+). In this family, a missense mutation in SCN1B cosegregates with the GEFS + phenotype. BFIC and GEFS + have clinical features in common, therefore SCN1B is a candidate gene for [ENTITY_START] BFIC. [ENTITY_END] We studied SCN1B exons 1, 2, 3, 4, and 5, using four SSCP methods in 10 Caucasian BFIC probands of Western Europe. We found no exon variants. One variant was identified"
10923035,"[[1035, 1039]]",BFIC,['Modifier'],['MESH:D020936'],train,Benign familial infantile convulsions,10923035.11,"+ have clinical features in common, therefore SCN1B is a candidate gene for BFIC. We studied SCN1B exons 1, 2, 3, 4, and 5, using four SSCP methods in 10 Caucasian [ENTITY_START] BFIC [ENTITY_END] probands of Western Europe. We found no exon variants. One variant was identified in intron 5 (IVS5-10C > G), which did not segregate with BFIC and was observed in 9. 2%"
10923035,"[[1179, 1183]]",BFIC,['SpecificDisease'],['MESH:D020936'],train,Benign familial infantile convulsions,10923035.12,"four SSCP methods in 10 Caucasian BFIC probands of Western Europe. We found no exon variants. One variant was identified in intron 5 (IVS5-10C > G), which did not segregate with [ENTITY_START] BFIC [ENTITY_END] and was observed in 9. 2% controls. A second variant in intron 5 was identified (IVS5 + 30G > A). It was rare, as not observed in controls, but not segregating"
10923035,"[[1353, 1357]]",BFIC,['Modifier'],['MESH:D020936'],train,Benign familial infantile convulsions,10923035.13,"observed in 9. 2% controls. A second variant in intron 5 was identified (IVS5 + 30G > A). It was rare, as not observed in controls, but not segregating with the [ENTITY_START] BFIC [ENTITY_END] phenotype."
10924409,"[[32, 35]]",APC,['Modifier'],['MESH:D011125'],train,adenomatous polyposis coli,10924409.1,Inactivation of germline mutant [ENTITY_START] APC [ENTITY_END] alleles by attenuated somatic mutations: a molecular genetic mechanism for attenuated familial adenomatous polyposis. Germline mutations of the adenomatous polyposis coli (APC) tumor-suppressor gene result in familial adenomatous polyposis (FAP). Patients
10924409,"[[111, 152]]",attenuated familial adenomatous polyposis,['SpecificDisease'],['MESH:C538265'],train,attenuated familial adenomatous polyposis,10924409.2,Inactivation of germline mutant APC alleles by attenuated somatic mutations: a molecular genetic mechanism for [ENTITY_START] attenuated familial adenomatous polyposis. [ENTITY_END] Germline mutations of the adenomatous polyposis coli (APC) tumor-suppressor gene result in familial adenomatous polyposis (FAP). Patients with FAP typically develop hundreds to thousands of benign colorectal tumors and early-onset
10924409,"[[180, 218]]",adenomatous polyposis coli (APC) tumor,['Modifier'],['MESH:D011125'],train,adenomatous polyposis coli (APC) tumor,10924409.3,Inactivation of germline mutant APC alleles by attenuated somatic mutations: a molecular genetic mechanism for attenuated familial adenomatous polyposis. Germline mutations of the [ENTITY_START] adenomatous polyposis coli (APC) tumor-suppressor [ENTITY_END] gene result in familial adenomatous polyposis (FAP). Patients with FAP typically develop hundreds to thousands of benign colorectal tumors and early-onset colorectal cancer. A subset of germline APC mutations
10924409,"[[245, 275]]",familial adenomatous polyposis,['SpecificDisease'],['MESH:D011125'],train,familial adenomatous polyposis,10924409.4,"of germline mutant APC alleles by attenuated somatic mutations: a molecular genetic mechanism for attenuated familial adenomatous polyposis. Germline mutations of the adenomatous polyposis coli (APC) tumor-suppressor gene result in [ENTITY_START] familial adenomatous polyposis [ENTITY_END] (FAP). Patients with FAP typically develop hundreds to thousands of benign colorectal tumors and early-onset colorectal cancer. A subset of germline APC mutations results in an attenuated FAP (AFAP) phenotype,"
10924409,"[[277, 280]]",FAP,['SpecificDisease'],['MESH:D011125'],train,familial adenomatous polyposis,10924409.5,"mutant APC alleles by attenuated somatic mutations: a molecular genetic mechanism for attenuated familial adenomatous polyposis. Germline mutations of the adenomatous polyposis coli (APC) tumor-suppressor gene result in familial adenomatous polyposis [ENTITY_START] (FAP). [ENTITY_END] Patients with FAP typically develop hundreds to thousands of benign colorectal tumors and early-onset colorectal cancer. A subset of germline APC mutations results in an attenuated FAP (AFAP) phenotype, in which"
10924409,"[[297, 300]]",FAP,['SpecificDisease'],['MESH:D011125'],train,familial adenomatous polyposis,10924409.6,"by attenuated somatic mutations: a molecular genetic mechanism for attenuated familial adenomatous polyposis. Germline mutations of the adenomatous polyposis coli (APC) tumor-suppressor gene result in familial adenomatous polyposis (FAP). Patients with [ENTITY_START] FAP [ENTITY_END] typically develop hundreds to thousands of benign colorectal tumors and early-onset colorectal cancer. A subset of germline APC mutations results in an attenuated FAP (AFAP) phenotype, in which patients develop fewer"
10924409,"[[344, 368]]",benign colorectal tumors,['SpecificDisease'],['MESH:D015179'],train,benign colorectal tumors,10924409.7,"for attenuated familial adenomatous polyposis. Germline mutations of the adenomatous polyposis coli (APC) tumor-suppressor gene result in familial adenomatous polyposis (FAP). Patients with FAP typically develop hundreds to thousands of [ENTITY_START] benign colorectal tumors [ENTITY_END] and early-onset colorectal cancer. A subset of germline APC mutations results in an attenuated FAP (AFAP) phenotype, in which patients develop fewer tumors and develop them at an older age."
10924409,"[[385, 402]]",colorectal cancer,['SpecificDisease'],['MESH:D015179'],train,colorectal cancer,10924409.8,"polyposis. Germline mutations of the adenomatous polyposis coli (APC) tumor-suppressor gene result in familial adenomatous polyposis (FAP). Patients with FAP typically develop hundreds to thousands of benign colorectal tumors and early-onset [ENTITY_START] colorectal cancer. [ENTITY_END] A subset of germline APC mutations results in an attenuated FAP (AFAP) phenotype, in which patients develop fewer tumors and develop them at an older age. Although a genotype-phenotype correlation between"
10924409,"[[425, 428]]",APC,['Modifier'],['MESH:D011125'],train,adenomatous polyposis coli,10924409.9,"polyposis coli (APC) tumor-suppressor gene result in familial adenomatous polyposis (FAP). Patients with FAP typically develop hundreds to thousands of benign colorectal tumors and early-onset colorectal cancer. A subset of germline [ENTITY_START] APC [ENTITY_END] mutations results in an attenuated FAP (AFAP) phenotype, in which patients develop fewer tumors and develop them at an older age. Although a genotype-phenotype correlation between the locations of APC germline"
10924409,"[[453, 467]]",attenuated FAP,['Modifier'],['MESH:C538265'],train,attenuated FAP,10924409.10,"result in familial adenomatous polyposis (FAP). Patients with FAP typically develop hundreds to thousands of benign colorectal tumors and early-onset colorectal cancer. A subset of germline APC mutations results in an [ENTITY_START] attenuated FAP [ENTITY_END] (AFAP) phenotype, in which patients develop fewer tumors and develop them at an older age. Although a genotype-phenotype correlation between the locations of APC germline mutations and the development of AFAP"
10924409,"[[469, 473]]",AFAP,['Modifier'],['MESH:C538265'],train,attenuated FAP,10924409.11,"familial adenomatous polyposis (FAP). Patients with FAP typically develop hundreds to thousands of benign colorectal tumors and early-onset colorectal cancer. A subset of germline APC mutations results in an attenuated FAP [ENTITY_START] (AFAP) [ENTITY_END] phenotype, in which patients develop fewer tumors and develop them at an older age. Although a genotype-phenotype correlation between the locations of APC germline mutations and the development of AFAP has"
10924409,"[[518, 524]]",tumors,['DiseaseClass'],['MESH:D009369'],train,tumors,10924409.12,"typically develop hundreds to thousands of benign colorectal tumors and early-onset colorectal cancer. A subset of germline APC mutations results in an attenuated FAP (AFAP) phenotype, in which patients develop fewer [ENTITY_START] tumors [ENTITY_END] and develop them at an older age. Although a genotype-phenotype correlation between the locations of APC germline mutations and the development of AFAP has been well documented, the mechanism for AFAP"
10924409,"[[626, 629]]",APC,['Modifier'],['MESH:D011125'],train,adenomatous polyposis coli,10924409.13,"germline APC mutations results in an attenuated FAP (AFAP) phenotype, in which patients develop fewer tumors and develop them at an older age. Although a genotype-phenotype correlation between the locations of [ENTITY_START] APC [ENTITY_END] germline mutations and the development of AFAP has been well documented, the mechanism for AFAP has not been well defined. We investigated the mechanism for AFAP in patients carrying a mutant"
10924409,"[[672, 676]]",AFAP,['SpecificDisease'],['MESH:C538265'],train,attenuated FAP,10924409.14,"FAP (AFAP) phenotype, in which patients develop fewer tumors and develop them at an older age. Although a genotype-phenotype correlation between the locations of APC germline mutations and the development of [ENTITY_START] AFAP [ENTITY_END] has been well documented, the mechanism for AFAP has not been well defined. We investigated the mechanism for AFAP in patients carrying a mutant APC allele (APC (AS9)) that has a"
10924409,"[[721, 725]]",AFAP,['SpecificDisease'],['MESH:C538265'],train,attenuated FAP,10924409.15,"tumors and develop them at an older age. Although a genotype-phenotype correlation between the locations of APC germline mutations and the development of AFAP has been well documented, the mechanism for [ENTITY_START] AFAP [ENTITY_END] has not been well defined. We investigated the mechanism for AFAP in patients carrying a mutant APC allele (APC (AS9)) that has a mutation in the alternatively spliced region of exon"
10924409,"[[787, 791]]",AFAP,['SpecificDisease'],['MESH:C538265'],train,attenuated FAP,10924409.16,"correlation between the locations of APC germline mutations and the development of AFAP has been well documented, the mechanism for AFAP has not been well defined. We investigated the mechanism for [ENTITY_START] AFAP [ENTITY_END] in patients carrying a mutant APC allele (APC (AS9)) that has a mutation in the alternatively spliced region of exon 9. APC (AS9) was found to down-regulate beta-catenin-regulated transcription, the major"
10924409,"[[822, 825]]",APC,['Modifier'],['MESH:D011125'],train,adenomatous polyposis coli,10924409.17,"germline mutations and the development of AFAP has been well documented, the mechanism for AFAP has not been well defined. We investigated the mechanism for AFAP in patients carrying a mutant [ENTITY_START] APC [ENTITY_END] allele (APC (AS9)) that has a mutation in the alternatively spliced region of exon 9. APC (AS9) was found to down-regulate beta-catenin-regulated transcription, the major tumor-suppressor function of APC, as did"
10924409,"[[997, 1002]]",tumor,['Modifier'],['MESH:D009369'],train,tumor,10924409.18,"in patients carrying a mutant APC allele (APC (AS9)) that has a mutation in the alternatively spliced region of exon 9. APC (AS9) was found to down-regulate beta-catenin-regulated transcription, the major [ENTITY_START] tumor-suppressor [ENTITY_END] function of APC, as did the wild-type APC. Mutation analysis showed that both APC (AS9) and the wild-type APC alleles were somatically mutated in most colorectal tumors from these patients. Functional"
10924409,"[[1120, 1123]]",APC,['Modifier'],['MESH:D011125'],train,adenomatous polyposis coli,10924409.19,"exon 9. APC (AS9) was found to down-regulate beta-catenin-regulated transcription, the major tumor-suppressor function of APC, as did the wild-type APC. Mutation analysis showed that both APC (AS9) and the wild-type [ENTITY_START] APC [ENTITY_END] alleles were somatically mutated in most colorectal tumors from these patients. Functional analysis showed that 4666insA, a common somatic mutation in APC (AS9) in these tumors, did not inactivate the wild-type"
10924409,"[[1165, 1182]]",colorectal tumors,['SpecificDisease'],['MESH:D015179'],train,colorectal tumors,10924409.20,"down-regulate beta-catenin-regulated transcription, the major tumor-suppressor function of APC, as did the wild-type APC. Mutation analysis showed that both APC (AS9) and the wild-type APC alleles were somatically mutated in most [ENTITY_START] colorectal tumors [ENTITY_END] from these patients. Functional analysis showed that 4666insA, a common somatic mutation in APC (AS9) in these tumors, did not inactivate the wild-type APC. Our results indicate that carriers of APC"
10924409,"[[1294, 1300]]",tumors,['DiseaseClass'],['MESH:D009369'],train,tumors,10924409.21,"APC (AS9) and the wild-type APC alleles were somatically mutated in most colorectal tumors from these patients. Functional analysis showed that 4666insA, a common somatic mutation in APC (AS9) in these [ENTITY_START] tumors, [ENTITY_END] did not inactivate the wild-type APC. Our results indicate that carriers of APC (AS9) develop fewer colorectal tumors than do typical patients with FAP because somatic inactivation of both APC alleles"
10924409,"[[1402, 1419]]",colorectal tumors,['SpecificDisease'],['MESH:D015179'],train,colorectal tumors,10924409.22,"Functional analysis showed that 4666insA, a common somatic mutation in APC (AS9) in these tumors, did not inactivate the wild-type APC. Our results indicate that carriers of APC (AS9) develop fewer [ENTITY_START] colorectal tumors [ENTITY_END] than do typical patients with FAP because somatic inactivation of both APC alleles is necessary for colorectal tumorigenesis. However, these patients develop colorectal tumors more frequently than does the general population"
10924409,"[[1450, 1453]]",FAP,['SpecificDisease'],['MESH:D011125'],train,familial adenomatous polyposis,10924409.23,"somatic mutation in APC (AS9) in these tumors, did not inactivate the wild-type APC. Our results indicate that carriers of APC (AS9) develop fewer colorectal tumors than do typical patients with [ENTITY_START] FAP [ENTITY_END] because somatic inactivation of both APC alleles is necessary for colorectal tumorigenesis. However, these patients develop colorectal tumors more frequently than does the general population because APC (AS9) is inactivated by"
