document_id,offsets,text,deabbreviated_text,db_ids,mention_id,joined_offsets,sapbert_candidates,sapbert_hit_index
9439660,"[[1199, 1228]]",familial and sporadic cancers,familial and sporadic cancers,['MESH:D009369'],9439660.12,"1199,1228","[[""MESH:D009369""], [""MESH:D009386""], [""MESH:D009378""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9439660,"[[1301, 1306]]",tumor,tumor,['MESH:D009369'],9439660.13,"1301,1306","[[""MESH:D009369""], [""MESH:D009371""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9443866,"[[0, 21]]",Ataxia-telangiectasia,Ataxia-telangiectasia,['MESH:D001260'],9443866.1,"0,21","[[""MESH:D001260""], [""OMIM:208900""], [""MESH:C565779""], [""OMIM:604391""], [""OMIM:615919""], [""MESH:C538013""], [""OMIM:208920""], [""MESH:D049932""], [""OMIM:251260""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9443866,"[[215, 228]]",breast cancer,breast cancer,['MESH:D001943'],9443866.2,"215,228","[[""MESH:D001943""], [""OMIM:114480""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9443866,"[[309, 330]]",ataxia-telangiectasia,ataxia-telangiectasia,['MESH:D001260'],9443866.3,"309,330","[[""MESH:D001260""], [""OMIM:208900""], [""MESH:C565779""], [""OMIM:604391""], [""OMIM:615919""], [""MESH:C538013""], [""OMIM:208920""], [""MESH:D049932""], [""OMIM:251260""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9443866,"[[332, 335]]",A-T,ataxia-telangiectasia,['MESH:D001260'],9443866.4,"332,335","[[""MESH:D001260""], [""OMIM:208900""], [""MESH:C565779""], [""OMIM:604391""], [""OMIM:615919""], [""MESH:C538013""], [""OMIM:208920""], [""MESH:D049932""], [""OMIM:251260""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9443866,"[[1236, 1239]]",A-T,ataxia-telangiectasia,['MESH:D001260'],9443866.5,"1236,1239","[[""MESH:D001260""], [""OMIM:208900""], [""MESH:C565779""], [""OMIM:604391""], [""OMIM:615919""], [""MESH:C538013""], [""OMIM:208920""], [""MESH:D049932""], [""OMIM:251260""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9448273,"[[4, 27]]",von Hippel-Lindau tumor,von Hippel-Lindau tumor,['MESH:D006623'],9448273.1,"4,27","[[""MESH:D006623""], [""OMIM:193300""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9448273,"[[123, 152]]",von Hippel-Lindau (VHL) tumor,von Hippel-Lindau (VHL) tumor,['MESH:D006623'],9448273.2,"123,152","[[""MESH:D006623""], [""OMIM:193300""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9448273,"[[215, 234]]",VHL cancer syndrome,VHL cancer syndrome,['MESH:D006623'],9448273.3,"215,234","[[""MESH:D006623""], [""OMIM:193300""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9448273,"[[258, 288]]",sporadic renal cell carcinomas,sporadic renal cell carcinomas,['MESH:D002292'],9448273.4,"258,288","[[""MESH:C536851""], [""MESH:D002292""], [""OMIM:144700""], [""OMIM:300854""], [""OMIM:605074""], [""MESH:C538614""], [""MESH:C538557""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",1
9448273,"[[290, 293]]",RCC,renal cell carcinomas,['MESH:D002292'],9448273.5,"290,293","[[""MESH:D002292""], [""OMIM:144700""], [""OMIM:300854""], [""OMIM:605074""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9448273,"[[299, 322]]",brain hemangioblastomas,brain hemangioblastomas,['MESH:D018325'],9448273.6,"299,322","[[""MESH:D018325""], [""MESH:D008579""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9448273,"[[343, 346]]",RCC,renal cell carcinomas,['MESH:D002292'],9448273.7,"343,346","[[""MESH:D002292""], [""OMIM:144700""], [""OMIM:300854""], [""OMIM:605074""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9448273,"[[427, 430]]",VHL,von Hippel-Lindau,['MESH:D006623'],9448273.8,"427,430","[[""MESH:D006623""], [""OMIM:193300""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9448273,"[[571, 577]]",cancer,cancer,['MESH:D009369'],9448273.9,"571,577","[[""MESH:D009369""], [""MESH:D009371""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9448273,"[[692, 695]]",VHL,von Hippel-Lindau,['MESH:D006623'],9448273.10,"692,695","[[""MESH:D006623""], [""OMIM:193300""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9448273,"[[738, 748]]",RCC cancer,RCC cancer,['MESH:D002292'],9448273.11,"738,748","[[""MESH:D002292""], [""OMIM:144700""], [""OMIM:300854""], [""OMIM:605074""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9448273,"[[851, 854]]",RCC,renal cell carcinomas,['MESH:D002292'],9448273.12,"851,854","[[""MESH:D002292""], [""OMIM:144700""], [""OMIM:300854""], [""OMIM:605074""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9448273,"[[1007, 1010]]",VHL,von Hippel-Lindau,['MESH:D006623'],9448273.13,"1007,1010","[[""MESH:D006623""], [""OMIM:193300""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9448273,"[[1099, 1102]]",VHL,von Hippel-Lindau,['MESH:D006623'],9448273.14,"1099,1102","[[""MESH:D006623""], [""OMIM:193300""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9448273,"[[1200, 1205]]",tumor,tumor,['MESH:D009369'],9448273.15,"1200,1205","[[""MESH:D009369""], [""MESH:D009371""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9448273,"[[1270, 1273]]",VHL,von Hippel-Lindau,['MESH:D006623'],9448273.16,"1270,1273","[[""MESH:D006623""], [""OMIM:193300""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9448273,"[[1287, 1290]]",VHL,von Hippel-Lindau,['MESH:D006623'],9448273.17,"1287,1290","[[""MESH:D006623""], [""OMIM:193300""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9448273,"[[1304, 1309]]",tumor,tumor,['MESH:D009369'],9448273.18,"1304,1309","[[""MESH:D009369""], [""MESH:D009371""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9450866,"[[0, 10]]",Piebaldism,Piebaldism,['MESH:D016116'],9450866.1,"0,10","[[""MESH:D016116""], [""OMIM:172800""], [""MESH:D010854""], [""MESH:C536573""], [""OMIM:112310""], [""MESH:D000417""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9450866,"[[16, 24]]",deafness,deafness,['MESH:D003638'],9450866.2,"16,24","[[""MESH:D003638""], [""MESH:D006319""], [""MESH:C580334""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9450866,"[[122, 132]]",piebaldism,piebaldism,['MESH:D016116'],9450866.3,"122,132","[[""MESH:D016116""], [""OMIM:172800""], [""MESH:D010854""], [""MESH:C536573""], [""OMIM:112310""], [""MESH:D000417""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9450866,"[[157, 179]]",sensorineural deafness,sensorineural deafness,['MESH:D006319'],9450866.4,"157,179","[[""MESH:D006319""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9450866,"[[431, 439]]",deafness,deafness,['MESH:D003638'],9450866.6,"431,439","[[""MESH:D003638""], [""MESH:D006319""], [""MESH:C580334""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9450866,"[[464, 474]]",piebaldism,piebaldism,['MESH:D016116'],9450866.7,"464,474","[[""MESH:D016116""], [""OMIM:172800""], [""MESH:D010854""], [""MESH:C536573""], [""OMIM:112310""], [""MESH:D000417""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9450866,"[[500, 522]]",sensorineural deafness,sensorineural deafness,['MESH:D006319'],9450866.8,"500,522","[[""MESH:D006319""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9450866,"[[584, 594]]",piebaldism,piebaldism,['MESH:D016116'],9450866.9,"584,594","[[""MESH:D016116""], [""OMIM:172800""], [""MESH:D010854""], [""MESH:C536573""], [""OMIM:112310""], [""MESH:D000417""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9450866,"[[675, 685]]",piebaldism,piebaldism,['MESH:D016116'],9450866.10,"675,685","[[""MESH:D016116""], [""OMIM:172800""], [""MESH:D010854""], [""MESH:C536573""], [""OMIM:112310""], [""MESH:D000417""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9450866,"[[711, 731]]",Waardenburg syndrome,Waardenburg syndrome,['MESH:D014849'],9450866.11,"711,731","[[""MESH:D014849""], [""OMIM:148820""], [""OMIM:193500""], [""MESH:C536464""], [""OMIM:193510""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9457913,"[[154, 191]]",atrophic benign epidermolysis bullosa,atrophic benign epidermolysis bullosa,['MESH:D016109'],9457913.1,"154,191","[[""MESH:D016109""], [""OMIM:226700""], [""MESH:D016107""], [""MESH:D016110""], [""OMIM:131760""], [""OMIM:131800""], [""OMIM:131900""], [""MESH:D004820""], [""OMIM:615028""], [""MESH:C562637""], [""OMIM:226500""], [""MESH:C535493""], [""OMIM:609638""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9457913,"[[219, 256]]",atrophic benign epidermolysis bullosa,atrophic benign epidermolysis bullosa,['MESH:D016109'],9457913.2,"219,256","[[""MESH:D016109""], [""OMIM:226700""], [""MESH:D016107""], [""MESH:D016110""], [""OMIM:131760""], [""OMIM:131800""], [""OMIM:131900""], [""MESH:D004820""], [""OMIM:615028""], [""MESH:C562637""], [""OMIM:226500""], [""MESH:C535493""], [""OMIM:609638""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9457913,"[[463, 500]]",atrophic benign epidermolysis bullosa,atrophic benign epidermolysis bullosa,['MESH:D016109'],9457913.3,"463,500","[[""MESH:D016109""], [""OMIM:226700""], [""MESH:D016107""], [""MESH:D016110""], [""OMIM:131760""], [""OMIM:131800""], [""OMIM:131900""], [""MESH:D004820""], [""OMIM:615028""], [""MESH:C562637""], [""OMIM:226500""], [""MESH:C535493""], [""OMIM:609638""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
9457914,"[[74, 111]]",atrophic benign epidermolysis bullosa,atrophic benign epidermolysis bullosa,['MESH:D016109'],9457914.1,"74,111","[[""MESH:D016109""], [""OMIM:226700""], [""MESH:D016107""], [""MESH:D016110""], [""OMIM:131760""], [""OMIM:131800""], [""OMIM:131900""], [""MESH:D004820""], [""OMIM:615028""], [""MESH:C562637""], [""OMIM:226500""], [""MESH:C535493""], [""OMIM:609638""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""], [""NONE""]]",0
